x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.0,0.0,0.07661882042884827,-0.01770889200270176,0.18549923598766327,-0.09915664792060852,0.3372528851032257,-0.13441085815429688,0.4754760265350342,-0.1301913857460022,0.060478389263153076,-0.5652168393135071,0.47966256737709045,-0.5067605972290039,0.7011135816574097,-0.38109785318374634,0.8343103528022766,-0.28762736916542053,0.06429270654916763,-0.6840917468070984,0.541658878326416,-0.6491615772247314,0.765953779220581,-0.5048539638519287,0.9047214388847351,-0.3768234848976135,0.11280082166194916,-0.707855224609375,0.5663774013519287,-0.6817898750305176,0.7824669480323792,-0.5345078706741333,0.9138059020042419,-0.4061512351036072,0.1893811970949173,-0.6589166522026062,0.5606846809387207,-0.6016952991485596,0.7497943639755249,-0.4973134696483612,0.8693001866340637,-0.4162736237049103,0
0.0,0.0,0.184946671128273,-0.12748382985591888,0.33927154541015625,-0.24455203115940094,0.5480058789253235,-0.25159841775894165,0.7282852530479431,-0.2071828544139862,0.13042837381362915,-0.586257815361023,0.5433206558227539,-0.5625200867652893,0.7609902024269104,-0.4317660927772522,0.9180816411972046,-0.3378528654575348,0.09326064586639404,-0.621090829372406,0.573449432849884,-0.5862330198287964,0.7998228669166565,-0.4268787205219269,0.9517237544059753,-0.30695584416389465,0.09692799299955368,-0.581455647945404,0.5609453320503235,-0.5623087286949158,0.788737952709198,-0.42177268862724304,0.9414880275726318,-0.31317856907844543,0.14285455644130707,-0.486784428358078,0.49389544129371643,-0.4857511818408966,0.6887913942337036,-0.4053407907485962,0.8328184485435486,-0.33907219767570496,0
0.0,0.0,0.05396249517798424,0.06697855144739151,0.10067357867956161,0.08558078855276108,0.13915325701236725,0.13590660691261292,0.10916835814714432,0.22800980508327484,0.18547497689723969,-0.4440978467464447,0.6016685962677002,-0.30007779598236084,0.7905339002609253,-0.152194082736969,0.9129534959793091,-0.03534990921616554,0.2514835298061371,-0.612033486366272,0.7019891738891602,-0.4941895604133606,0.870282769203186,-0.2872907817363739,0.9669373631477356,-0.11310813575983047,0.32163432240486145,-0.6746672987937927,0.7471771836280823,-0.5678386688232422,0.9026154279708862,-0.3609358072280884,0.9820928573608398,-0.1883975863456726,0.3908868432044983,-0.6615655422210693,0.7085204124450684,-0.5454317331314087,0.8417652249336243,-0.38655903935432434,0.9197386503219604,-0.2627081871032715,0
0.0,0.0,0.23112301528453827,-0.13700494170188904,0.3516092002391815,-0.3731954097747803,0.46131929755210876,-0.5720774531364441,0.4650709629058838,-0.800255537033081,-0.08152425289154053,-0.6436739563941956,-0.011087596416473389,-0.9284315705299377,0.21811148524284363,-0.9266195893287659,0.35962238907814026,-0.8057557344436646,-0.17823776602745056,-0.6444956660270691,-0.060614801943302155,-0.998161256313324,0.21893851459026337,-0.9749589562416077,0.3761172592639923,-0.8255477547645569,-0.24278055131435394,-0.6180614233016968,-0.1275159865617752,-0.9654811024665833,0.16221179068088531,-0.9384451508522034,0.3214479386806488,-0.8094234466552734,-0.26726213097572327,-0.5458565950393677,-0.11414840072393417,-0.8264804482460022,0.12183359265327454,-0.8335446715354919,0.27014440298080444,-0.7469502091407776,0
0.0,0.0,0.23255692422389984,-0.24271726608276367,0.28302380442619324,-0.4609757959842682,0.3665284514427185,-0.6137646436691284,0.4293116629123688,-0.7336206436157227,-0.17734204232692719,-0.6134640574455261,0.0018596012378111482,-0.942842960357666,0.23111572861671448,-0.9521071314811707,0.3933928906917572,-0.8726702332496643,-0.2145879864692688,-0.5844273567199707,0.011785773560404778,-0.9848002195358276,0.28619658946990967,-0.9581708908081055,0.4346555173397064,-0.8501198887825012,-0.16586032509803772,-0.5492257475852966,0.039196085184812546,-0.9502920508384705,0.3061535954475403,-0.9233745336532593,0.43644464015960693,-0.8212743401527405,-0.03985441103577614,-0.5037005543708801,0.1359969675540924,-0.8040966391563416,0.3212510943412781,-0.8108550310134888,0.42578473687171936,-0.7464086413383484,0
0.0,0.0,0.2496403455734253,-0.2539735436439514,0.3176552951335907,-0.4742417335510254,0.4086925685405731,-0.6165125370025635,0.48254165053367615,-0.7232863903045654,-0.13608744740486145,-0.6279829740524292,0.06349553912878036,-0.9274448156356812,0.28774330019950867,-0.938117265701294,0.44910016655921936,-0.8692010641098022,-0.17353597283363342,-0.5991114377975464,0.08647777140140533,-0.9652207493782043,0.34906408190727234,-0.9370988607406616,0.4959522485733032,-0.8288149833679199,-0.12903505563735962,-0.5592714548110962,0.10152143239974976,-0.9253069162368774,0.3587736189365387,-0.9021744728088379,0.4925249218940735,-0.8016446828842163,-0.010884066112339497,-0.5111783742904663,0.1858111023902893,-0.7881513833999634,0.3697799742221832,-0.8003549575805664,0.48140981793403625,-0.7451585531234741,0
0.0,0.0,0.24547703564167023,-0.19698680937290192,0.32710719108581543,-0.39673444628715515,0.43976354598999023,-0.5343672037124634,0.530347466468811,-0.6453779339790344,-0.10188225656747818,-0.6314539313316345,0.1285427063703537,-0.9453518986701965,0.3617297410964966,-0.9173969030380249,0.5106902718544006,-0.8104254007339478,-0.14098887145519257,-0.6096630692481995,0.1387585550546646,-0.9791607856750488,0.4128710925579071,-0.9107894897460938,0.5444884300231934,-0.781021773815155,-0.09234803169965744,-0.5660244226455688,0.17361387610435486,-0.934794545173645,0.43892166018486023,-0.8667980432510376,0.551991879940033,-0.7410215735435486,0.030000831931829453,-0.49777907133102417,0.24083232879638672,-0.7797545790672302,0.42951539158821106,-0.7575568556785583,0.5246508121490479,-0.6688805818557739,0
0.0,0.0,0.2114260345697403,-0.18171155452728271,0.29595276713371277,-0.413036584854126,0.40031659603118896,-0.5835676193237305,0.411994069814682,-0.7629069685935974,-0.08884978294372559,-0.639900803565979,0.0035537707153707743,-0.8965852856636047,0.22201433777809143,-0.9219693541526794,0.39317166805267334,-0.8541098237037659,-0.16161349415779114,-0.622484028339386,-0.07331223785877228,-0.9475955963134766,0.20647597312927246,-0.978451669216156,0.4010106325149536,-0.8980188369750977,-0.2084595412015915,-0.5870458483695984,-0.10429654270410538,-0.9102436304092407,0.1747986525297165,-0.9222244620323181,0.3432561457157135,-0.8435558676719666,-0.19926363229751587,-0.5243675112724304,-0.036751702427864075,-0.7809799909591675,0.18573611974716187,-0.8071970343589783,0.34045326709747314,-0.7594292759895325,0
0.0,0.0,0.2318640798330307,-0.2827279269695282,0.3077819049358368,-0.4944417178630829,0.410971462726593,-0.6498172879219055,0.436666339635849,-0.7717133164405823,-0.2140582650899887,-0.7075496912002563,0.055194977670907974,-0.9403201937675476,0.2738441526889801,-0.9217239022254944,0.41539475321769714,-0.8426086902618408,-0.25660789012908936,-0.6996908783912659,0.06986716389656067,-0.9969635009765625,0.3084276020526886,-0.9512478113174438,0.44965097308158875,-0.8336456418037415,-0.21780087053775787,-0.6698629856109619,0.09455733001232147,-0.9719427227973938,0.3274522125720978,-0.9179524183273315,0.4519810676574707,-0.8083218336105347,-0.11101817339658737,-0.6202144622802734,0.14595450460910797,-0.8427470922470093,0.31492093205451965,-0.8202125430107117,0.42486321926116943,-0.749203085899353,0
0.0,0.0,0.2357850819826126,-0.28981247544288635,0.3101954758167267,-0.5045510530471802,0.4165807068347931,-0.6639409065246582,0.4514601230621338,-0.8013124465942383,-0.20108117163181305,-0.7036041617393494,0.043508969247341156,-0.9453005790710449,0.2596842348575592,-0.9270150661468506,0.395440936088562,-0.840455174446106,-0.24334800243377686,-0.6933867931365967,0.0588553324341774,-0.9982665181159973,0.29244688153266907,-0.9481983184814453,0.42522722482681274,-0.8275222182273865,-0.20662911236286163,-0.6645874977111816,0.07607214152812958,-0.9759337902069092,0.3084617853164673,-0.9243142008781433,0.4317639470100403,-0.8119893074035645,-0.10347247123718262,-0.6161874532699585,0.13251608610153198,-0.8438936471939087,0.30135178565979004,-0.8228203058242798,0.4117734730243683,-0.7476574778556824,0
